basin,year,tax_subtraction,tax_addition,bio_subtraction,bio_addition,eco_subtraction,eco_addition
FR05,2010,-0.025191059,-0.005194901,-0.005825804,-0.006574958,-0.000273148,0.0008936
FR05,2011,0.015828173,0.04660124,0.010997999,0.011658868,0.000532262,0.02011686
FR05,2012,-0.035661395,0.093738329,-0.007585696,-0.010286643,-0.023750322,-0.006358648
FR05,2013,-0.10498137,-0.004301379,0.003836346,0.004363183,0.003157972,0.001900715
FR05,2014,-0.028374393,0.105115654,0.001135823,-0.00412168,-0.000904901,0.011445091
FR05,2015,0.036712519,-0.062298612,-0.000443225,0.002082832,-0.00175422,-0.005718784
FR06,2004,-0.011075181,-0.000590017,-0.000867276,-0.005686655,0.00057511,-0.00178259
FR06,2005,-0.081964378,-0.037572096,-0.008144732,-0.001935795,-0.001251325,-0.000167016
FR06,2006,0.034679674,0.055317851,0.008314917,0.003382811,0.002567415,0.0068092
FR06,2007,-0.011075181,-0.000590017,-0.000867276,-0.005686655,0.00057511,-0.00178259
GE01,2010,0.001410771,0.015722743,0.000869963,-0.002710343,0.002226729,-0.000622738
GE01,2012,0.008124606,-0.005266296,0.01290479,0.001024918,0.004207772,0.000160817
GE01,2013,-0.004440423,-0.000595849,-0.005088893,-0.005889665,0.00055317,-0.008152063
GE01,2015,0.015398849,0.038206293,0.014085772,0.001821925,0.010847174,0.003255469
GE01,2016,-0.010700964,-0.021506552,-0.005488113,-0.003303245,-0.000895273,-0.005718895
GE01,2017,-0.005627375,-0.008500184,-0.004358375,-0.006700875,-0.00100213,-0.000872294
GE01,2018,0.016919256,0.003369998,0.006023498,0.005713579,0.005694068,0.003127957
GE01,2019,0.005112554,-0.012773236,0.002136502,-0.000934841,-0.003153108,-0.004234252
GR01,2019,-0.039178978,0.023931184,-0.007210297,-0.003556263,0.000887196,-0.000838131
GR01,2020,0.015791227,0.019807334,0.013163242,0.016519713,-0.000186034,-0.00682502
GR01,2021,-0.008586117,-0.004239375,-0.009276982,-0.016636437,0.004620382,0.000524078
GR01,2022,-0.002442998,0.01214472,0.001659111,-0.001356485,0.004772383,-0.000900063
GR01,2023,-0.004960905,-0.015251933,0.000853976,0.004886315,0.003485784,0.000457942
GR02,2019,-0.011473155,-0.104266343,-0.03024124,-0.0320831,-0.013111398,-0.02501936
GR02,2020,0.025126613,0.033873938,0.020986534,0.010943659,0.006544641,-0.000815357
GR02,2021,0.017407482,0.039842496,0.017097264,-0.010392109,0.004016569,-0.000121249
GR02,2022,-0.033616137,-0.077720544,-0.000453339,-0.018614049,-0.002458721,-0.009133468
GR02,2023,0.049459814,0.052294243,0.037071112,0.017783338,0.025270162,0.002133092
GR03,2019,0.004983015,0.030843676,-0.002757757,0.009423102,0.023226671,0.008093042
GR03,2020,-0.009299553,-0.108960393,-0.003030688,0.001891011,-0.013258751,-0.026780128
GR03,2021,0.039819883,-0.021487064,0.015888724,0.001450864,0.00520701,0.005017894
GR03,2022,0.043264458,-0.013659344,-0.002911907,-0.003584787,0.002078798,-0.008264668
GR03,2023,0.008770669,0.030123543,0.007413001,0.000292938,0.008593978,0.005767955
GR04,2015,0.005817145,-0.053364271,-0.008417919,-0.040533127,-0.028278104,-0.041910014
GR04,2018,-0.087191666,-0.070783778,-0.005490412,-0.001229349,-0.003150109,-0.009891364
GR04,2021,-0.039532451,0.020897111,-0.003719633,0.005261861,-0.000987895,-0.001509536
GR04,2023,-0.035732931,0.076198617,0.009482316,-0.014000661,0.004132096,0.002029652
HU01,2009,-0.022031932,-0.070916623,-0.000408935,-0.003455603,-0.00421503,-0.003061989
HU01,2010,0.030461721,-0.157252639,0.00235612,-0.000388596,-0.000898655,0.004587134
HU01,2011,0.05984289,-0.039708493,0.002924838,-0.004871559,0.003013823,-0.003573213
HU01,2012,-0.034995787,-0.086607998,-0.0028349,0.000314992,-0.003090806,-0.001290947
HU01,2013,-0.011449929,-0.015219676,-0.001848386,0.00013309,0.000767584,-0.002002453
HU01,2014,0.047976962,0.027541354,-0.002146947,0.004522631,-0.007622217,0.001030358
HU01,2015,0.043281441,0.115489576,-0.001930135,0.002093074,0.002304938,0.007935061
HU01,2016,0.030582354,0.101632736,-0.002843845,0.00196141,-0.002457667,0.002659465
HU01,2017,-0.022031932,-0.070916623,-0.000408935,-0.003455603,-0.00421503,-0.003061989
IR01,2004,-0.003235917,0.010939245,-0.004176658,0.002752579,0.000587841,0.00151744
IR01,2005,-0.04647176,0.042831471,-0.002498246,0.00472895,-0.006167793,-0.00013237
IR01,2006,0.002516236,0.019679543,-0.006740601,0.002443064,-0.002824534,-0.000322985
IR01,2007,0.011562024,0.04617597,0.004301109,0.009279267,0.002340669,0.003070673
IR01,2008,-0.040490325,-0.06146249,-0.009834162,-0.001156987,-0.003895669,0.002125255
IR01,2009,-0.002839094,0.060502002,-0.001585894,0.005581786,0.001836987,0.006806517
IR01,2010,-0.032162646,0.034845862,-0.00312645,0.006734128,-0.007818627,0.003004047
IR01,2011,0.003807095,0.012315889,-0.004754676,0.001462866,-0.003509289,2.25E-05
IR01,2012,-0.016974414,-0.020627762,-0.001195371,0.002945015,0.001992583,0.002362696
IR01,2013,0.004249863,0.04156105,-0.001495047,-0.004419113,0.000957424,-0.00611591
IR01,2014,-0.00144772,0.065405709,0.000279551,-0.000302772,0.000754317,0.003472937
IR01,2015,-0.018359767,-0.140397565,0.003895488,0.001492703,-0.000454106,-0.003555176
IR01,2016,0.052287872,-0.002544001,0.000935695,-0.004386763,-0.00096344,0.008216634
IR01,2017,-0.000509787,-0.026604537,0.002844361,0.003045521,-0.00818247,0.000280547
IR01,2018,-0.003235917,0.010939245,-0.004176658,0.002752579,0.000587841,0.00151744
LI01,2012,-0.011770223,0.107382283,-0.002539355,0.003854725,-0.003114438,0.00278745
LI01,2013,0.016259177,0.001806073,-0.002755771,0.002660623,-0.005702436,0.003262267
LI01,2014,0.003026783,0.140735382,-0.003704733,0.005930783,-0.003158527,0.005679067
LI01,2015,-0.046723303,-0.053171127,-0.001672658,-9.73E-05,0.000081261,0.000430991
LI01,2016,-0.000330103,-0.008258536,-0.003785611,0.000521321,-0.005118678,0.000809184
LI01,2017,-0.011770223,0.107382283,-0.002539355,0.003854725,-0.003114438,0.00278745
LU01,2008,0.00671696,0.023544231,0.002818539,0.003087867,0.002779338,0.000319518
LU01,2009,-0.014898403,-0.082603113,-0.000125075,-0.00395638,-0.000612913,-0.002229946
LU01,2011,0.006595682,0.036858291,0.002375147,-0.000924638,0.002085796,0.003677366
LU01,2012,-0.019046826,-0.053391063,0.0011077,-0.001063365,-0.004069256,-0.003073303
LU01,2013,0.004716977,0.048561067,-0.000157948,-0.000991602,0.002486395,0.007842637
LU01,2014,0.012930611,0.009495358,0.000401393,-0.000592359,-0.000335041,-0.001991779
LU01,2015,0.016992148,0.01668528,0.001628046,-0.002352366,-0.001372941,-0.001220179
LU01,2016,-0.015773795,-0.035205099,0.001540512,-0.000687829,-0.000800033,-0.000758263
LU01,2017,0.00671696,0.023544231,0.002818539,0.003087867,0.002779338,0.000319518
NE01,2009,-0.011405996,-0.048559981,-0.000691274,-0.001044588,-0.002715266,-0.006279778
NE01,2010,-0.034806737,0.033751315,0.003259272,0.000350635,-0.009690572,-0.007708594
NE01,2011,-0.023955725,-0.025196901,-0.003657064,-0.009903665,0.001189631,0.011122105
NE01,2012,-0.058259187,-0.016129936,0.0042153,0.001747606,-0.000697792,0.000542841
NE01,2013,0.021201647,0.125301885,0.010863704,0.007120355,0.002587055,0.004544452
NE01,2014,-0.045612279,-0.122118983,-0.016671375,-0.02145217,-0.026761542,-0.016963979
NE01,2015,0.03077098,-0.003406159,-0.000437687,0.001349118,0.003428304,0.017096805
NE01,2016,0.003921618,-0.041874969,0.00239955,0.00516039,-0.008648835,-0.003548169
NE01,2017,0.037114498,0.055187077,-0.005277055,-0.003223892,0.002311301,0.015708206
NE01,2018,-0.005983434,-0.037411382,-0.00355014,-0.002402138,0.002210691,-0.005326494
NE01,2019,-0.011405996,-0.048559981,-0.000691274,-0.001044588,-0.002715266,-0.006279778
SP01,1998,0.019928697,0.416589661,0.024109603,0.019215157,0.01319292,0.010584309
SP01,1999,0.010909013,0.186072755,-0.00315469,0.030162234,-0.010473985,0.005228968
SP01,2000,-0.048513889,-0.087782662,-0.035362647,-0.001724698,-0.00672471,0.008545616
SP01,2001,0.025262822,-0.00102958,-0.008371694,0.0108911,0.003765765,0.013217461
SP01,2002,-0.011226771,0.074866938,-0.006563494,0.009148169,-0.002818214,0.001698842
SP01,2003,0.002026941,0.02954751,-0.002498015,0.012758681,-0.001877399,0.014363084
SP01,2004,-0.008006854,-0.140882499,-0.002630352,-0.011726891,-0.010832684,-0.006487587
SP01,2005,0.01826693,0.031264974,0.010123958,0.004046305,-0.000801506,-0.01513958
SP01,2006,-0.037386758,-0.002741856,-0.001612564,-0.001892563,-0.005480845,0.001516328
SP01,2007,0.011956888,-0.081365642,0.00449581,-0.011684062,-0.004982238,-0.009762051
SP01,2008,-0.000242212,0.029345911,-0.000547659,0.005072495,0.018214753,0.0172538
SP01,2009,0.030433977,-0.085320621,-0.016876914,-0.000656288,-0.006022898,-0.010314992
SP01,2010,0.024577834,0.142477523,0.006118169,0.007979368,0.003950461,0.010665645
SP01,2011,-0.036968435,-0.051735997,-0.004124517,-0.001543627,-0.010097142,0.000547391
SP01,2012,0.0401926,-0.110834133,-0.005121389,0.003013137,-0.006109098,-0.001276996
SP01,2013,0.039459377,0.09083396,0.001980572,0.010646231,0.005611869,0.005923458
SP01,2014,0.067582759,-0.067860376,0.001964956,-0.012647686,0.005452616,-0.005750032
SP01,2015,-0.031772404,-0.07939754,0.007480765,-0.00518431,0.004024767,-0.012484173
SP01,2016,0.019928697,0.416589661,0.024109603,0.019215157,0.01319292,0.010584309
SP02,2008,-0.025467504,0.131998238,0.006730936,0.017781023,-0.000602001,0.019847106
SP02,2009,-0.020359046,0.019732889,0.004354288,-0.018990294,-0.007283355,-0.012802353
SP02,2010,0.004527837,0.019458336,0.00889481,-0.017327045,0.007154805,0.000474127
SP02,2011,-0.008221904,-0.020535452,-0.015919271,-0.010553445,-0.005563055,-0.00796075
SP02,2012,-0.02249614,-0.007618298,0.021693741,0.001075356,0.011550156,0.001558847
SP02,2013,0.012847764,0.195788367,0.000380079,-0.006481651,-0.006764907,-0.011802616
SP02,2014,0.012289617,-0.020257808,0.010100467,-0.003881179,0.008041506,0.000205795
SP02,2015,-0.120490961,-0.254708378,-0.003145319,-0.028406149,-0.002195668,-0.014230614
SP02,2016,0.009780901,0.151343747,0.002761687,0.009685071,-0.003484314,0.012765507
SP02,2017,-0.0283329,-0.058085678,0.00666158,0.002646275,0.003861735,0.009163956
SP02,2018,0.019949725,-0.021973647,-0.007653705,-0.012896806,-0.015300655,-0.011336546
SP02,2019,-0.025467504,0.131998238,0.006730936,0.017781023,-0.000602001,0.019847106
SP03,2008,-0.031503688,0.016223575,0.004282662,0.007728103,-0.000296198,0.004249069
SP03,2009,-0.039913811,0.018269009,0.003458999,0.005463923,0.004357949,0.005998707
SP03,2010,-0.044869254,0.043785246,-0.009433998,-0.002957848,-0.005824664,-0.003599447
SP03,2011,-0.003988836,-0.006679101,0.0032593,0.015509931,0.005441904,0.006485521
SP03,2012,0.023446951,-0.056778834,-0.007311914,-0.005136905,-0.000511116,-0.006611994
SP03,2013,0.011543459,-0.059336676,-0.002702479,-0.000621005,0.004055428,-0.000484054
SP03,2014,0.093009896,-0.036788111,0.003030394,-0.00098833,0.00376114,-0.002690461
SP03,2015,0.009274633,-0.006019371,0.00710264,-0.003379077,0.005596625,-0.004110389
SP03,2016,0.047833001,0.033330488,0.002306787,-0.004673018,0.002072615,-0.004154644
SP03,2017,-0.010732156,0.033813258,0.004073057,-0.005420176,0.003654869,-0.005388668
SP03,2018,-0.035754726,-0.071111787,0.00186571,-0.005561359,0.006617155,-0.003274744
SP03,2019,-0.031503688,0.016223575,0.004282662,0.007728103,-0.000296198,0.004249069
SP04,2008,-0.003862463,-0.025607433,-0.009966137,-0.010909566,-0.008617216,-0.007752158
SP04,2009,-0.051858332,-0.014485099,-0.000436106,-0.01551313,-0.007039155,-0.006569219
SP04,2010,-0.013403604,0.02892668,0.006799802,-0.000775868,-0.000174193,0.000723312
SP04,2011,0.020948087,0.011613667,0.015100225,-0.000537014,0.00493946,0.0099787
SP04,2012,0.000437301,0.160298805,0.010581388,-0.00122844,0.003484632,0.005110421
SP04,2013,-0.051635441,-0.109720642,-0.002664204,-0.010363847,-0.010682547,-0.003926315
SP04,2014,0.079679547,0.043876722,0.005750775,0.015470857,0.006986503,0.017871768
SP04,2015,-0.058344815,-0.137798032,-0.005865786,-0.011583436,-0.010684152,-0.009581886
SP04,2016,0.061080995,0.100827745,0.011698374,0.003500861,0.008197361,0.009675904
SP04,2017,-0.012473022,-0.063847994,0.005835708,-0.012304854,0.00239291,-0.001859749
SP04,2018,-0.000622508,-0.042339458,0.002720777,-0.004426881,0.003349104,-0.000280628
SP04,2019,-0.003862463,-0.025607433,-0.009966137,-0.010909566,-0.008617216,-0.007752158
SP05,2008,-0.037287473,-0.005843677,-0.000185269,0.000936444,-0.005110419,-0.003425141
SP05,2009,-0.073973782,0.037644899,-0.013571898,-0.008538537,-0.012291885,-0.008068391
SP05,2010,0.027153568,0.082636581,0.008012445,0.003943223,0.001279664,0.0151212
SP05,2011,-0.037765843,-0.123990605,0.002151654,-0.001023592,0.004150432,-0.00052914
SP05,2012,-0.014163839,-0.023005466,-0.010734679,-0.004998005,-0.01200864,0.000437413
SP05,2013,0.01935257,0.201581959,0.006442915,0.013195571,0.004420514,0.015688238
SP05,2014,-0.088029923,-0.038108909,0.005455849,0.003999373,0.001713883,0.012240343
SP05,2015,0.019287997,-0.064290189,-0.001891994,-0.013751598,-0.006819588,-0.009702347
SP05,2016,0.018153375,0.093381653,-0.000201814,-0.006552218,4.31E-05,0.008855896
SP05,2017,-0.037804653,-0.053212009,0.004664108,0.006574545,-0.017306746,-0.007005471
SP05,2018,-0.004689136,0.00091579,-0.014898973,-0.000471537,-0.00353087,-0.000782877
SP05,2019,-0.037287473,-0.005843677,-0.000185269,0.000936444,-0.005110419,-0.003425141
SP06,2008,0.007777553,-0.053464854,-0.014937938,-0.006507223,-0.016353401,-0.000536618
SP06,2009,-0.150120641,-0.134585773,0.013969796,-0.006739727,0.000565188,0.003228391
SP06,2010,0.087422393,0.002428595,0.002489699,-0.013648902,-0.005308778,-0.004634181
SP06,2011,0.012418114,0.063432533,0.01758283,0.01878019,0.005107483,0.016176812
SP06,2012,-0.020500631,0.023479013,-0.010580177,-0.015854493,-0.006679709,-0.002030161
SP06,2013,-0.06651793,-0.105566496,-0.006604218,0.001280626,-0.001394169,0.003175112
SP06,2014,0.019490769,0.166425834,0.014264095,0.015670155,0.003933653,0.007846709
SP06,2015,-0.02552041,-0.207612661,0.000603785,-0.011266697,-0.004333955,-0.007394608
SP06,2016,0.056894418,-0.040140696,-0.004022703,-0.010535391,-0.009485945,-0.003368646
SP06,2017,0.031590572,0.194748196,-0.003258606,-0.00589151,-0.002793617,-0.002477558
SP06,2018,-0.081139917,-0.135820855,-0.005227823,-0.009730012,0.008498859,0.007490022
SP06,2019,0.007777553,-0.053464854,-0.014937938,-0.006507223,-0.016353401,-0.000536618
SP07,2013,-0.030136573,0.041967734,-0.004132927,-0.002367972,-0.003928816,-0.000542399
SP07,2014,-0.101267908,-0.020475726,-0.016038419,-0.007019933,-0.002825625,-0.004253726
SP07,2015,-0.010014583,0.18928313,0.002751282,0.006007786,0.002309595,0.000797022
SP07,2016,-0.105358174,-0.06780984,0.000581182,0.001083991,-0.000140426,-0.002806082
SP07,2017,0.054160552,-0.045351747,-0.000465011,-0.005757174,-5.78E-05,0.000966706
SP07,2018,0.066765814,-0.05514002,0.004732968,0.004493963,-0.000189984,0.004948941
SP07,2019,-0.030136573,0.041967734,-0.004132927,-0.002367972,-0.003928816,-0.000542399
SW01,2008,-0.033615296,0.058609638,-0.013712296,0.001587149,-0.01204869,-0.005824071
SW01,2009,-0.038758803,0.106081289,-0.010309671,0.007039302,-0.000955665,-0.000890447
SW01,2010,0.055756354,-0.067878652,-0.01140358,0.007239695,0.00651238,0.005953907
SW01,2011,-0.069655801,-0.082874707,-0.013380719,0.002147393,-0.015042494,-0.005986141
SW01,2012,0.002728834,0.068995858,-0.005350147,0.009986645,0.004464843,0.01171434
SW01,2013,0.007596095,-0.006734619,0.009279569,0.007410893,0.00744082,0.003042407
SW01,2014,-0.033615296,0.058609638,-0.013712296,0.001587149,-0.01204869,-0.005824071
SW02,2008,0.068336695,0.055631221,0.001366424,0.005667687,0.004141313,0.002662823
SW02,2009,0.001783483,-0.000480155,-0.002539372,-0.001682131,-0.005700919,-0.003381388
SW02,2010,-0.005659791,0.023017254,3.43E-05,-0.000681989,0.001815602,0.004547666
SW02,2012,-0.004112391,-0.073047441,-0.005893314,0.002691251,-0.006117797,-0.004283279
SW02,2013,0.008296568,-0.056504119,-0.008465875,4.05E-05,-0.006806233,-0.004872792
SW02,2014,0.068336695,0.055631221,0.001366424,0.005667687,0.004141313,0.002662823
SW03,2008,-0.01036156,-0.007379603,0.001953898,-0.000756265,0.000921413,-0.000858522
SW03,2009,0.005599655,0.000700004,-0.001331918,-0.000532427,0.001381095,-0.000266302
SW03,2010,0.000969486,-0.002292319,-0.001038903,-0.001873715,0.000472253,-0.002645018
SW03,2011,0.00142277,0.005863378,0.001680994,0.00073481,0.001938461,-0.001076706
SW03,2012,-0.001099883,0.009524468,0.001349182,-0.000232694,0.001878748,-0.001120197
SW03,2013,-0.014108735,-0.013778246,-0.001462823,-0.002683912,0.000419356,-0.001397238
SW03,2014,0.003887156,0.00121367,0.001942365,0.00108564,-0.000661156,0.000285696
SW03,2015,-0.005899538,-0.003982622,0.000583914,-0.00082192,0.00073468,-0.000148386
SW03,2016,0.005647512,-0.004025861,0.00034578,-0.001466281,0.000249963,-0.000176182
SW03,2017,0.002518867,-4.60E-06,0.000812411,0.000581156,-0.000796508,-0.000632535
SW03,2018,0.009641183,-0.004694451,0.00398179,-0.002057075,0.00037923,0.001057757
SW04,2008,0.041820347,0.021346656,0.01598902,0.000595689,0.004321952,0.001420789
SW04,2009,-0.032810532,-0.085460931,-0.001301299,-0.018196235,9.99E-05,-0.008791754
SW04,2010,0.027998781,0.009874022,0.002243886,0.001204134,0.005164178,0.004554361
SW04,2011,0.010896092,-0.009433015,0.00629731,-0.001990512,-0.007783446,-0.000561235
SW04,2012,-0.014840012,-0.022778389,0.000606357,-0.004754166,-0.006029618,-0.003594086
SW04,2013,0.023253444,0.008198807,-0.000241059,0.00042963,0.005447914,0.009792057
SW04,2014,-0.002210683,-0.039706061,-0.005353482,-0.00564402,-0.004710365,-0.004495329
SW04,2015,0.018800048,0.006542923,0.007878448,0.003850594,0.001685741,0.00923017
SW04,2016,0.039386011,0.021839843,0.014497371,-0.002621977,-0.001784287,0.003691875
SW04,2017,0.010262549,-0.000238216,0.01373996,-0.004462702,0.000377063,-0.00172164
SW05,2006,-0.002854569,0.004919775,0.001259632,-0.001703872,-0.000689162,-0.001488681
SW05,2007,-0.006451101,0.009506974,0.005870056,-0.000994256,0.001241106,-0.000677276
SW05,2008,0.001469108,-0.008689994,0.000715289,-0.00308604,-0.000683905,0.000354739
SW05,2009,0.004472441,-0.000244095,0.000839927,-0.002831986,0.001298482,0.000466484
SW05,2010,-0.000483084,0.002230841,0.000603161,-0.000737615,0.001232218,-0.001576752
SW05,2011,-0.005164274,0.004625571,0.00114751,-0.000250037,-8.05E-05,-0.001481049
SW05,2012,0.000734711,-0.000384053,0.00040772,-0.001498152,0.002570812,-0.000512399
SW05,2013,0.008217155,-5.56E-05,0.003744144,-0.000802476,0.001779786,-0.001677064
SW05,2014,-0.005835543,-0.000112016,0.000973923,-0.001335772,-0.000568058,0.00039848
SW05,2015,0.0004963,0.007901778,0.003520073,-0.001058195,-0.002747986,0.00074922
SW05,2016,0.003361907,0.000552576,0.000784656,-0.003156376,0.000117962,0.001195454
SW05,2017,-0.00049982,-0.010688561,-0.000344539,-0.000812633,-0.000713238,-0.002003283
SW05,2018,-0.000194065,-0.006708103,0.001189268,0.000851617,0.000148593,0.001132748
SW05,2019,0.001533981,-0.007976815,-0.00048665,-0.002860676,-0.000853546,0.000382936
UK01,2009,0.022650523,0.147495007,0.006545212,0.004605416,0.001404852,0.002767364
UK01,2010,0.047204706,0.032457567,-0.00081435,0.004149731,-0.00157059,0.00403639
UK01,2011,-0.030651445,-0.049053507,0.002946186,-2.48E-06,-0.001937086,0.00723823
UK01,2012,0.026810121,-0.010748793,-0.000938992,-0.000347816,-0.005422596,-0.00401792
UK01,2013,-0.026556609,0.047129296,-0.0012729,0.002329368,0.000734526,-4.28E-05
UK01,2014,-0.019726885,-0.018165522,-0.002984768,-0.002115943,0.000025405,0.002008235
UK01,2015,-0.011080439,-0.046034693,0.00073127,-0.005482859,-0.003189631,-0.003097027
UK01,2016,0.013396234,0.039553938,0.001526757,0.003208404,0.001649219,0.004240051
UK01,2017,0.022650523,0.147495007,0.006545212,0.004605416,0.001404852,0.002767364
UK02,2014,-0.045201781,0.046414545,0.004922633,0.028278564,0.006065719,0.011921811
UK02,2015,-0.069764213,-0.087472868,0.004867369,0.003510924,-0.003426238,0.005046171
UK02,2016,0.016732701,0.024679128,0.005892374,0.002819919,0.004767805,0.002214247
UK02,2017,0.016497697,0.094207606,0.014541519,0.0124548,0.005335371,0.013854323
UK02,2018,0.011089998,-0.011197454,-0.018875373,-0.021311383,-0.017362024,-0.017595726
UK02,2019,-0.045201781,0.046414545,0.004922633,0.028278564,0.006065719,0.011921811
